autor,titlu,text
Marin Sorescu,"Ioana, muma","Era muma vitregă
A lui Gheorghe-al lui Ion Țuruc.
Povestea: „Ne duceam, fato,
Tocmai la șușea la Căpreni,
Munceam acolo. Stăteam câte o săptămână.
Făceam corvoadă.
(Începuse civilizația, țăranii erau scoși la drumuri,
La corvezi.)
La urmă mă duceam la Gura Țiganului, iarna, desculță
De tot, de luam lemne cu targa.
Ei, ba-mi degera, da' ce să fac
Eram săracă rău, nici ciorapi n-aveam"".

Și bărbatu-su era la București, cărbunar.
Vindea cărbuni, să facă bani,
Dar n-apuca să strângă neam și ea sta desculță.
Și răsare unul și zice:
- Vezi că ți-a venit bărbatul mort,
Du-te de ia-l de la Craiova.
Și-am trimis pe cineva.
Și până a veni ei mi-au murit și copiii amândoi.
Și-am îngropat trei morți odată.
Și n-aveam de nici unele, n-aveam decât apă-n vadră.
Cum să mai poci?

Și lui Ion Țuruc i-a murit nevasta
Și-a luat-o pe Ioana asta. Era tânără și țeapănă.
O femeie voinică și frumoasă și cu putere.
Și-a făcut cu ea o fată, pe Domnica,
De-a murit la 27 de ani, măritată."
Marin Sorescu,Istorioterapie,"Când am insomnie,
Seara, înainte de culcare,
Iau un atlas istoric
Cu puțină apă.

Și așteptând să-și facă efectul,
Urmăresc cu degetul
Imperiul hitiților,
Dar peste o clipă
Trebuie s-o iau de la început,
Pentru că, de fapt, imperiul hitiților
E imperiul egiptenilor,
Ba nu, al asrienilor...
Al medo-chaldeenilor...
Al perșilor...

Dacă așa stau lucrurile, mă gândesc,
Atunci pot să dorm și eu
Liniștit."
Marin Sorescu,Izvor de adăpat aripa,"Mereu se face plinul printr-o gură
Ce cască pentru cea din urmă oară,
Mereu se varsă-n cer o picătură
De suflet, picătura necesară.

Și tu te plimbi prin lume, ca un vas,
Ce tremură-ntr-o mână de copil
Și știi: de stropul care-a mai rămas
Atârnă echilibrul ei fragil...

O, Doamne! din această fugă-a mea
Și-această piedică ce-o pune clipa,
Să se aprindă-atunci cănd voi cădea,
Un mic izvor de adăpat aripa."
Marin Sorescu,Jucării,"Noi, care suntem îngrozitor de mari,
Care n-am mai căzut pe gheață
Dintre cele două războaie,
Ori dacă din greșeală am alunecat vreodată,
Ne-am și fracturat un an,
Unul din anii noștri importanți și țepeni
De gips...
O, noi, cei îngrozitor de mari
Simțim câteodată
Că ne lipsesc jucăriile.

Avem tot ce ne trebuie,
Dar ne lipsesc jucăriile.
Ne e dor de optimismul
Inimii de vată a păpușilor
Și de corabia noastră
Cu trei rânduri de pânze,
Care merge la fel de bine pe apă,
Ca și pe uscat.

Am vrea să încălecăm pe un cal de lemn
Și calul să necheze o dată cu tot lemnul,
Iar noi să-i spunem: Du-ne undeva,
Nu ne interesează locul,
Pentru că oriunde în viață
Noi avem de gând să facem
Niște fapte grozave.

O, cât ne lipsesc uneori jucăriile!
Dar nu putem nici măcar să fim triști
Din cauza asta
Și să plângem din tot sufletul,
Ținându-ne cu mâna de piciorul scaunului,
Pentru că noi suntem niște oameni foarte mari
Și nu mai e nimeni mai mare ca noi
Care să ne mângâie."
Marin Sorescu,Kavafis,"Pierdut la marginea lumii grecești,
Ca un scut antic.
Inscripție din care puține litere
Se mai pot citi
Și nu spun decât niște nume vechi.
Parcă și-ar fi copiat poeziile
De pe pietre funerare. Pentru fiecare din ele
A săpat adânc în pupila civilizației grecești.

144 poeme: cimitir - pentru un trup de efeb,
Putrezind în plăcerile interzise ale Alexandriei.

Sufletul poetului spânzură peste fiecare
Inscripție lapidară

La moartea unei civilizații de trei milenii,
Poezia lui e steagul de doliu
Coborât în bernă."
Marin Sorescu,La afumați,"La Afumați - Leleasca se căutau iluzii.

Cum se caută o iluzie?
Nu știți?
Cu lumânarea.
Aprinzi o lumânare, mergi pe cărarea iluziei
și când apare, haț!
Dai s-o prinzi.
Ea fuge.
Ce, doar nu-i proastă să stea.
Că de-aceea-i iluzie.

Bunăoară, o fătucă pistruiată
se iluziona că se mărită.
Aprinsese lumânarea.
Poate, poate găsește un ginere,
sau lăutari, sau căruța cu zestre
sau în cel mai rău caz, un naș.

Se vede treaba că era o zi din acelea...
Cu glume.
Ce credeți?
Și-a găsit nașul."
Marin Sorescu,La cornul caprii,"Aș, nu plouă curînd, spune Moșu Pătru,
Fiindcă n-a ieșit nicovala la munte,
Uite, cînd s-or face norii așa nicovală
Peste munte, atunci o să tragă un ropot.
Să luați sama,
Să fiți atenți primăvara, dacă bubuie-ntîi la Cornul Caprii,
Aci spre sîrb, o să fie bine.
Dar dacă bubuie la neamț, în partea ailaltă,
Nu e bine, că nu poți să știi de ce bubuie, fiindcă nu e întotdeauna de
Ploaie, mai au și alte socoteli de-ale lor.
Acum, iarna cred c-o să vină repede, c-a început să-mi înghețe mie o
Mînă.
Ninge, să știți, îmi e mie frig la buricele degetelor.

Moșu Pătru e un filozof.
Umblă cu vitele pe cîmp și le învață filozofie,
Discută cu boii cum discutăm nori, bunăoară,
Tot felul de chestiuni și mai așa și mai așa.
Vitele pasc și bagă la glavă ce aud.
Vin să-l asculte și oameni mai mari,
Femei cu secera-n mînă, să-l întrebe, ca acum, cînd plouă
Ori cum trece viața.

- Ia spune, nea Pătrule, cum trece ea, viața,
De nu te-alegi cu nimic, că, uite secer de-azi-dimineață,
Nu mai poci de șale, și cînd mă gîndesc să mă duc acasă,
Îmi vine să-mi iau lumea-n cap, și așa e de cînd mă știu.
- Vedeți voi căcăreaza asta de iepure?
Moșu Pătru se apleacă și ia-n mînă un gogoloi bine rotunjit.
Dacă-o pui pe gîrlă... într-un ceas e la Balș, în Olteț, de-aci în
Dunăre... și-i pierzi urma...
Bine că nu ne dăm noi seama, că ne luăm cu altele.
Cînd ești mic, joci pietricelele, de-alimerele, de-a omul negru,
Dacă te mai mărești, tragi la horă, iei hora-nainte și țopăi
Alunelul, Jianca, Sîrba, Șuleandra, Rustenul, ori cum le mai zice, cîte și mai cîte,
Așa ca să-ți ostenști picioarele, mușchii și să nu-ți faci gînduri.
La urmă te pomenești năpădit de copii. Și-odată ți se zbîrcește
Fruntea, parcă-a tăiat cineva de nojițe din ea.
Dacă ești muiere, ții Filipii, Precupul, Cîșlegii, te calcă toți pe picioare la dragobete, faci zile pe ajutat,
Pui ceaunul de mămăligă și mesteci... în soare, în lună,
Că nu-ți mai dai seama, ți-e mintea-n altă parte..."
Marin Sorescu,La dumneata,"Chipul meu îmi pare cunoscut
Dar nu-mi amintesc de unde.

Nu cumva ești tu
Cel cu care-am râs
Într-o viață,
Lipindu-ne nasul de sufletul lumii
Ca de-o vitrină?

Ai un rid pe frunte
Care-mi amintește de-o istorie
Modernă și contemporană.

Ochii aceștia i-am văzut, dacă nu mă înșel,
Mirându-se pe niște lucruri obișnuite,
Pe tristețe, pe noapte, pe spaimă.

Ai vreo rudă, o mână, un gând,
Vreo sprânceană, cam așa ceva,
În soare
Și-n celelalte stele căzătoare?

Pot jura
Că ești cel care s-a îndrăgostit pentru vecie
De fata aceea
Al cărei nume îți scapă mereu.

O,
Totul îmi pare foarte cunoscut
La dumneata,
Chiar și zilele care nu ți s-au întâmplat
Și se vor întâmpla."
Marin Sorescu,La fața locului,"La fața locului vin japonezi.
Măsoară, dau din cap și se răstesc.
Îngrijorați că solul românesc
E în pericol chiar să nu-l mai vezi.

Se face sul pământul și-o apucă
Pe crăpături și văi misterioase,
Ni-i măsurat pământul de sub case,
Dar toată șandramaua e pe ducă.

Degeaba rânduiala, ham și hăț
Acidul șterge chipul de pe drahmă.
Culturile ce se preschimbă-n magmă
Ne pun în mâini o piatră sau un băț

Ne ținem, ca la câini, să nu turbeze
Cutremurele prinse-n pioneze."
Marin Sorescu,La fumat,"În ocean, ca-n fund de rai,
Peștii respirau prin pai.
Luna raze le dă, paie,
Și le taie mici, la droaie.

- Stați ca gușterii în drum,
C-un vapor vă calc acum.
- Nene, nu da-n noi cu piatra,
Că mai bem un fum și gata!"
Marin Sorescu,Lansare,"Azi o pânză de nor,
Mâine catargul unui drum.
Mi-am construit singur o corabie.

Când a fost gata am luat-o în spinare
Și-am început să-i caut o apă
Pe seama ei.

Am mers așa până când un pescăruș
I-a murit de provă,
Ca o sticlă de șampanie.

Atunci  am intrat în mare
Până la glezne, până la brâu,
Tot mai greu mă apăsa dorul ei
De valuri.

Când nu m-am mai văzut deloc,
Corabia a început deodată
Să meargă singură.

O, chiar dacă mă adâncesc
Cu fiecare pas,
Și acum tot eu o duc,
Mergând pe fundul mării, tăcut,
Cu amândouă mâinile ridicate
Deasupra capului."
Marin Sorescu,Lăutul,"- Ai, mă, că pusei albia. Care ești primul?
Trage, mamă, 'mneata focul de sub ceaun, că se-ncinge prea tare
Și-i mai și opăresc.
Reta i-a spălat pe cap, până mai încolo,
Când și băieții și fetele se făcuseră aproape buni de horă.
Albia era pusă la unghere, în mijlocul încăperii, cu un cap
Pe-un scaun răsturnat, să stea apa așa înclinată,
La capul ălălalt.
Copiii își așteptau rândul în pielea goală, își tăiau unii altora
Unghiile cu foarfecă mare, a lui Nea Florea, împrumutată, ori își scoteau câte-un mărăcine din picior. Ca la recrutare,
Fiecare își aștepta rândul.
Săpunul mare cât un grunj sta la capul mai ridicat,
Din când în când mai cădea, ștobâlc, pocnindu-l pe ăla care era
În albie la spălat pe piele.
„Ho, bă, ce te ferești așa! Că nu-ți rupse coastele, nu nimic!
Cel mai greu era spălatul pe cap. Aici îi prindea Reta
La-nghesuială,
Pe-ăi pe care avea necaz, făcuseră vreo poznă,
-Bă, Prică, tu n-auzi? Fă-te-ncoa! (Prică era cam tare de urechi,
Se certase mumă-sa c-o vecină, când era borțoasă cu el,
Și-atât strigase la gard că asurzise ăl copil.)
Îl lua de urechi și-l trăgea să miroasă ceaunul cu apă.
-Stai pe ciuci! Se apleca peste el, ținându-l între picioare,
Ca uliul puiul de găină, când se-nalță cu el în slavă și nu vrea să-i
Dea drumul deloc, oricât ai da tu cu zburaturi. Dădea cu apă
Fierbinte - „Arși"", făcea ăla, „arși, aleu!"" „Ho, că pe mine cum nu
Mă frige? Eu nu iau tot cu pumnul, că n-oi lua cu gamela.""
Îl mozolea bine cu săpun - până când îi intra în ochi
Și-ncepea să chirăie. Dacă mișca și se văita îl lua la palme
Peste turul gol. Ține ochii-nchiși, mă! - făcea Lie de pe
Margine.
-    Îmi intră în ochi! țipa Prică. Jap! - altă palmă.
-    Păi, ce ziceai tu? Că nu mai încapi în mâinile mele?
De ce-ai lăsat oile de-au scăpat în lucerna? Dacă plesneau? Pleoț!
Mai bine te plesnesc io!
- Dă mai repede cu apă, că mă ustură! țipa copilul.
După ce curgea primul rând de murdărie, Reta se crucea de ce Vedea.
- Bă, da' ce-ai în cap, mă, omul lui Dumnezeu? Dumnezeule, iote ce găoază! Cine ți-o făcu, mă? De ce nu Mă-ntrebă
Și pe mine - măcar să ți-l fi spart de tot.
-    Bube? Lindini? venea și gaga Ița să se uite.
-    Aoleu! Ai lui Bâțu, mi-l sparseră. Când ne-am bătut cu Zburaturi.
-    Mă băiete, copiii mei or să umple drumurile, că nu știu
Să se arănească, ofta biata femeie.
Îi crești, numai tu știi cum, îi faci mari, și ei, ia uite...
Sunt numai zgaibe. Acum începea să plângă Prică de părere de rău
Că moare. „Ho, că nu ți se vede creierul, nu-ți ies mațele
Pe-aici,
Altă dată să te mai prind că mai ieși la joacă.""
Urma Lie. Ori rămânea numai ea cu fetele și
Le-nvăța să-și spele coadele, - „că azi, mâine vă măritați
Și n-o să stau io lângă voi toată viața"".
Și tare, către băieții care stăteau primeniți cu cămeșoaiele
Lungi
Pe scara înaltă, să se zvânte la soare,
„Vedeți, acușica ieșiți colo-n drum, unde e mai moale, unde se
Scaldă
Găinile alea și puneți-vă țărână-n cap.
Făă! dă cu leșie mai multă, ce faci tu acolo? Pe cine zici că
Păcălești, ai? Doamne, pupa-ți-aș tălpile..."""
Marin Sorescu,Lecția de anatomie,"Nu numai că m-am spălat
dar m-am și parfumat
când mă vor desface
să nu le fie silă de mirosul meu.

Mi-am pus cămașa cea mai curată
și haina cea mai călcată
când mă vor desface
să nu trebuiască
să împrumute cârpe murdare
și nici de mâncat n-am mâncat
cum o să mănânc
ar fi o rușine, nu-i așa
când mă vor desface
să-mi găsească mâncare în burtă.
Eu aș fi plecat mai demult
dar ei ar fi putut să-mi desfacă în lipsă
cuvintele
de aceea stau și mă spăl
și mă parfumez
și mă îmbrac curat
și nu mănânc, și nu plec."
Marin Sorescu,Mă scol din pat...,"Mă scol din pat cu un mare efort de voință.
E un act de eroism
Să mă bărbieresc,
Mai ales că bărbieresc un străin,
Care se holbează la mine speriat
Parcă m-ar întreba: tu cine ești, măi slăbănogule?
Mai rentează meseria de frizer astăzi?
Și care mai e prețul?
Eu am de gând să-mi las barbă
Și să mă fac schivnic
Retras în peștera fără sfârșit a nopții."
Marin Sorescu,Mama,"Cum să nu fiu bătrână, mă,
Dacă am apucat trei rânduri de treierat de grâu?
Când eram mică, se treiera cu caii și cu boii.
Se făcea o arie mare, rotundă. Se cioplea
O arie rotundă. O măsurau - și-n mijloc
Băteau un par - steăjer.
Și-acolo legau doi cai
Și-i învârteau, până se-nvârtea frânghia după steăjer,
Și la urmă da-napoi.
Și iar învârteau, în partea ailaltă.
Și la urmă, veneau oamenii cu furcile, îi întorceau așa grâul
Și scuturau - și paiele de mai aveau spice, le dădeau afară.
Și treierau, ce mai rămânea - și-ncolo și-ncolo.
Și atunci dădeau toate paiele afară, cu furcile, cu lopețile.
Strângeau grâul cu lopețile la steâjer.
Muierile măturau aria. Și venea vânturătoarea.
Da' mai-nainte vânturau cu vântul.
Ce pâine mâncau ei? Numai plesne. Numai bulgări.
Caii
Potcoviți scoteau bulgării pe arie.
Și la urmă am apucat batoza.
Se băteau cu ea 5-6000 de kilograme pe zi.
Ei, se termină și batoza și veniră combinele.
Cu combinele nici că treieri, nici că iei.

Vezi doar grâul așa-n picioare, și gata! s-a dus.
Nu mai e. La Anul.
Uite, grâul ni-l luară de-a-n fuga.
Nici nu l-am văzut Prin comună.
Am văzut mașinile - și gata! asta a fost tot.
Azi dimineață începură seceratul
Și până acum îl și-ncărcară și plecară mașinile cu el la bază
Și gata. Veniră, strânseră paiele, tractoarele-n urmă arară...
Și așa mereu, două, trei zile
Și suntem gata scuturați de grâu.
Se uită oamenii cum se seceră pe moșia lor
Cu indiferență, parcă s-ar secera undeva în Bulgaria.
Nu mai vezi seara fum ieșind pe coș,
Ca n-au lemne și fac mâncare pe aragaz.
Au început să pună cartofii pe la poartă - un rând de cartofi
În drum de-a lungul gardului.

Ăsta ar fi al treilea rând de treierat.
Uite, apucai și anul 1960, să văd cum se seceră
Fără să vezi bob de grâu.
-	Lasă, mamă, că e bine, nu mai ai grijă
Să mergi să faci oameni pe ajutat, pâinea o iei de la Brutărie.
-	Treaba voastră, eu spusei ce știu.

În secerat era, pfu, ce gloată!
Acum nici nu visează că se seceră.
Cu caii se treiera până prin 1910,1915.

Apoi au început să vină vapoarele, mașina de treierat
Și Constantin Leancă băga toate paiele, să țină vaporul încins.
Multe vede omul cât trăiește și pate, pate."
Marin Sorescu,Mania persecuției,"Tu îmi storci vlaga
Și eu cred că tu
Îmi storci vlaga.

Tu îmi duci copilul
La război
Și eu cred că tu
Îmi duci copilul
La război.

Tu îmi iei zilele
Și eu cred că tu
Îmi iei
Zilele."
Marin Sorescu,Melcul,"Melcul și-a astupat bine ochii
Cu ceară,
Și-a pus capul în piept
Și privește fix
În el.

Deasupra lui
E cochilia
Opera sa perfectă
De care-i e silă -

În jurul cochiliei
E lumea,
Restul lumii,
Dispusă încolo și-ncoace,
După anumite legi
De care-i e silă
Și-n centrul acestei
Sile universale
Se află el -
Melcul,
De care-i e silă."
Marin Sorescu,Meniu,"Dimineața, o felie subțire de viață
Cu unt.
Mai luăm apa care crește încontinuu
(Aseară ocupa trei pătrimi
Din suprafața globului)
Și o fierbem în clocot, de microbi.

La prânz, mâncăm greu și consistent -
Trei feluri de pământ:
Cernoziom, loess și argilă.

Seara, nu obișnuim mâncare gătită.

Luăm în gură
Ba o stea cu puțină miere,
Ba ceva, dacă nu s-a terminat,
Fericire (Pe care, de fapt, o păstrăm
Pentru duminică)
Și ce se mai întâmplă."
Marin Sorescu,Minune-i și moartea,"Nu mai făceam minuni sistematic,
Îmi plăceau minunile ocazionale.
Ajutam o zebră să-și intre în dungi,
Îndreptam un bătrân de șale.

Unii credeau că-mi pierdusem puterea
Aceea grozavă si minunată
Și mă încercau cu învierea,
Omorându-mă scurt, dintr-o bucată.

Dar cum o minune-i și moartea,
Lor nu le ieșea decat pe jumătate.
Chiar umbra mea îmi ținea atunci partea
Cea vătămată și pe vindecate.

Și regeneram ca o oază,
Ce răsare mereu în acelasi chip
Și luând de mână o rază,
Mă îndepărtam cu pași de nisip."
Marin Sorescu,Muzeul satului,"Din viața acestor oameni
Lipsesc mai multe secții,
Iar altele, cum ar fi
Bunăstarea materială, fericirea și norocul
În istorie,
Sunt slab reprezentate.

Nu întâlnești aici nici o monedă,
Pentru că, neavând aur și argint,
Țăranii și-au gravat anual chipul
Pe boabe de mei, de grâu, de porumb
Care nu ni s-au păstrat.

Păsări împăiate
Ar fi putut ei, ce e drept, aduce destule,
Dar le-a fost milă să ucidă
Privighetoarea, ciocârlia, mierla și cucul,
Care le cântau fără bani toată viața,
Și toată moartea.

Era primitivă,
Antică, mcdievală
Apar ca una singură,
Fiindcă, neștiind carte, țăranii
N-au băgat de seamă că între aceste epoci
Există deosebiri
Fundamentale.

Aici exponatele cele mai numeroase
Sunt bordeiele.
De la munca pământului
Țăranii intrau direct în pământ,
Să se odihnească.

Din loc în loc între bordeie
Sunt intercalate răscoalele:
A lui Doja, a lui Horia, Cloșca
și Crișan, a lui Tudor,
Construite de data asta la suprafață
Cu un uimitor simț al simetriei
Arhitectonice.

Vizitatori,
Nu atingeți sărăcia și tristețea
Aflate-n muzeu.
Sunt exponate originate,
Ieșite din mâna, din sufletul și din rărunchii acestui popor
Într-o clipă de încordare și spontaneitate
Care a durat
2000 de ani."
Marin Sorescu,Năpasta,"Și, Doamne, mi-a căzut la loterie
Lozul ghinionist să fiu român
Și inventându-mi vina-n pușcărie,
S-o ispășesc amarnic, mâncând fân.

Se face, înțeleg, economie
De spațiu locativ și de-un tacâm.
Și de-un poet ce-ar consuma hârtie,
Cu niște versuri care nu rămân.

Căci cărțile-mi cu roaba sunt cărate
La marginea orașului, tocate,
Ca-ngrășământ zvârlite pe ogor.

Legat mă simt de limba ta, popor,
Destinele ne sunt îngemănate,
Cât va țipa, în zboru-i, un cocor."
Marin Sorescu,Ne cunoastem,"Ne cunoaștem,
Ne-am întîlnit într-o zi
Pe pămînt,
Eu mergeam pe o parte a lui
Tu pe cealaltă.

Tu erai așa și pe dincolo,
O, erai ca toate femeile,
Uite că ți-am reținut
Chipul.

Eu m-am emoționat
Și ți-am spus ceva cu mîna pe inima,
Dar n-ai avut cum să m-auzi.

Pentru că între noi treceau întruna mașini
Și ape și mai ales munți,
Și tot globul.

M-ai privit în ochi
Dar ce să vezi?
În emisfera mea
Tocmai se făcuse noapte.

Ai întins mînă: ai dat de un nor.
Eu am cuprins de umeri o frunză."
Marin Sorescu,Niagara,"- Ce zici de murmur?
- Ce-ai spus?
- Ce zici de murmur?
- Cum?
- O șuviță de apă și câtă gălăgie!
- Ai zis ceva?
- Două-trei sute de metri de râu
Spânzurând în prăpastie, ei și?
Eu am văzut fluvii mai mari...
Știe să-și facă reclamă...

- De ce miști din buze?
- Uruitoare artă!
- Ur... ce? nu te aud, mai tare!
- Nu vrei să mă auzi,
Cine mă iubește m-aude...

Snop de izvoare, tot susurul lumii,
Fierăstrău de lumină,
Triumful picturii, cuibar de curcubeie...
- Așa-i că nici ție nu-ți place?
Eu cum te-aud?"
Marin Sorescu,Niște sunete,"Doamne, sufletul meu
Scoate niște sunete ciudate,
Ai zice niște trosnituri,
Ca noaptea
Mobila din odaie,
Când ți se pare că umblă cineva prin dulap
Sau în tamponul de sugativă
Poate că într-adevăr
Umblă cineva și în mine,
Doamne,
Deși deschizând ochii
Mă îmbărbătez mereu: Cine să fie?
Poate că luna,
Care a sărit pe fereastră
Să mă prade,
Face să-mi trosnească de fantome
Mobila veche și cu frumoase încrustații
A visului."
Marin Sorescu,Noul orar al soarelui,"Pentru noul sezon de vară
Soarele va circula pe următorul itinerar:
La ora patru fix va intra în vârsta noastră.
Linia tristețe-iarnă-viscol se anulează.
Păsărilor care au suferit accidente,
ori au murit de frig
Li se va restitui costul morții.

Pentru sufletele amatoare de deltă
Se introduce o rază suplimentară
Ce va lega delta Dunării de delta Nilului.

Acest orar al soarelui
Este valabil până la 23 septembrie
Inclusiv."
Marin Sorescu,O să plouă,"O să plouă
Își zice Dumnezeu, căscând,
Și privind la cerul fără pic de nor,
Mă cam încearcă reumatismul
De vreo patruzeci de zile și patruzeci de nopți.
Ehe, se strică vremea!

Noe, mă Noe,
Ia vino până la gard să-ți spun o vorbă."
Marin Sorescu,"O, zei!","E noapte târziu,
Troznește ciudat mobila calului troian
În mijlocul cetății.
Și troienii, cuprinși de spaimă,
Se întreabă:

Oare ce nenorocire
Ne mai paște?
Când troznește fără rost,
Ca o bombă veche, uitată din celălalt război,
Garderoba calului troian
În mijlocul cetății,
Nu este bine.

O, zei!"
Marin Sorescu,Oprește,"Oprește!
A răcnit sufletul,
Oprește să mă dau jos!
Sunt sătul de-atâtea corvezi,
De-atâtea determinări, obligații și legi,
Eu am fost făcut să fiu liber.
- Nu pot să mă opresc,
I-a răspuns pământul,
(Pământul din mine),
Dă-te jos din mers,
Dacă-ți dă mâna
Și fă-o chiar acum,
Când eu o să virez
Spre scârbă și tină.
Dă-te jos în cer,
Prietene de-o viață,
Te iau când revin."
Marin Sorescu,Oră,"Ora
Când lucrurile obosite de-atâta sens .
Adorm pe el,
Ca sentinelele
Cu bărbia sprijinită
În vârful suliței.
Pereți, tavan, cer și univers,
Nu vă lăsați totuși prea greu
Pe mine,
Și eu mă mai țin într-un gând,
Ba într-un singur cuvânt,
Care-a și început să nu mai fie
La un capăt."
Marin Sorescu,Pământul,"Lazăr se chinuia iar să moară
- Se întâmplă, din moment ce te-ai născut -
Și când i s-a spus, spre liniștire,
Că i se sapă mormântul,
Locul de liniște după două vieți,
O mare spaimă i s-a aprins în ochi:

- În niciun caz în pământ!
A îngăimat cu glas stins.
Oriunde, dar nu în pământ.

- De ce? întreabă rudele întristate.
Dar Lazăr și mai înspăimântat spune
Aproape țipând
(Cu vocea aia stinsă, ruginită de vreme),
Silabisește dârdâind de groază:
- Pământul învie!
Te saltă iar la viață,
Face el cum face
Și te învie.

Da, în pământ ești susceptibil de înviere.
Am cunoscut-o pe propria-mi piele.

Lacrimi mari i se prelungeau pe obraz,
Și parcă și ele repetau ca un ecou
Ultima-i dorință:
- Oriunde, dar nu în pământ!
Pământul învie!"
Marin Sorescu,Pașii,"Nu pot să dorm,
Mi s-a plâns copacul;
Visez urât.

Apar în juru-mi
Fel de fel de nopți,
Și, de spaimă, pe trunchiul meu coaja
Face riduri.

Uneori mă zvârcolesc și gem,
Și atunci trebuie să mă clatine puțin
Vântul,
Ca nu cumva să mă usuc
În somn.

Dar când mă trezesc
Văd un ochi care mă pândește
În piatra de colo,
Și aud pași de groază
Apropiindu-se.

Pe fiecare frunză care mi-a picat
De-a lungul anilor
Aud câte un pas rău
Apropiindu-se."
Marin Sorescu,Pe sub ușă,"Ziua de azi
Mi-a fost vîrîtă, ca de obicei,
Pe sub ușă.

Mi-am așezat pe nas ochelarii
Și-am început
S-o citesc.

Nimic deosebit,
După cîte văd.
Cică pe la prînz o să fiu cam trist,
Nu se specifică motivul,
Și-o să continui să iubesc lumina
De unde-am rămas ieri.

Pagina externă informează
Despre tratativele mele cu apa, cu munții, cu aerul,
În legătură cu pretenția lor absurdă
De a-mi intra în sînge, și-n creier.

Apoi, obișnuitele știri
Despre puterea mea de muncă,
Despre drumul la pîine,
Despre buna dispoziție,
(Dar nu se suflă un cuvînt
În legătură cu situația
Din ficat)

Unde s-o fi tipărind
Viața asta a mea,
Că e plină de greșeli
Inadmisibile."
Marin Sorescu,Pe un prund,"În dragoste totul s-a cam scris
Și de mână și de tipar.
Cât te-ai freca la ochi după un vis
Mă cufund în dor și dispar.
Înot în simțirea ta ca pe sub gheață
Și ies la sărutat ca la o copcă.
Sigur, în această viață
Totul se va duce pe copcă.
Însă cât putem da din mâini,
Cât ne mai agităm și gâfâim,
Cât ne mai frângem trupurile pâini
Pe care nouă înșine ni le-mpărțim,
Totul ne va părea frumos și rotund,
În suflete dragostea-și crește mărgeanul,
Trecem desculți pe un prund,
Pe unde, de obicei, curge oceanul."
Marin Sorescu,Peisaj,"Au început să mișune, poznașe,
Pentru șoferi grăbiți, mineri sau clerici,
Indicatoare noi, în vechi orașe:
""Atenție sporită! Trec biserici!""

Cu lanț încinse, trase c-o tânjală,
Alunecă, melci pașnici, pe butuci
Și sfinții nevrozați, pe tencuială,
Își fac cu limba nevăzute cruci.

În fața lor, se cască o distanță
Imensă, presărată cu nevoi,
Când secole-am trăit în transhumanță
Acum plimbăm biserici: n-avem oi!

Și ca un miel, care-a rămas de turmă,
Clopotnița dispare fără urmă."
Marin Sorescu,Pentru păsările dispărute,"Câte păsări o fi stricat
Cerul
Până să-ți nimerească mersul
Atât de lin?

Unele erau ciudate,
Aveau penele cine știe cum,
Înfipte de-andoaselea,
Ori poate nici n-aveau pene,
Ci frunze.

Ele încercau să zboare
Până la copacul
Unde se bănuia că va apare omul,
Dar timpului nu-i plăcea
Acest zbor stângaci
Și le ștergea timpul
Cu dosul palmei.

Hai pe câmp
Să vedem ciocârlia
Arzând,
Ca o lumânare
Pentru păsările dispărute."
Marin Sorescu,Perpetuum mobile,"Între idealurile oamenilor
Și realizarea lor
Întotdeauna va exista
O diferență de nivel
Mai mare
Decît cea mai înaltă cascadă.

Se poate folosi rațional
Această cădere
De speranțe,
Construindu-se pe ea ceva
Ca o hidrocentrală.

De la energia astfel cîștigată,
Chiar dacă n-o să reușim
Să ne aprindem decît țigările,
Tot e ceva,
Pentru că, fumînd, ne putem gîndi serios
La niște idealuri și mai grozave."
Marin Sorescu,Perspectivă,"Dacă te-ai îndepărta puțin,
Dragostea mea ar crește
Ca aerul dintre noi.

Dacă te-ai îndepărta mult,
Te-aș iubi cu munții și cu apele
Și cu orașele
Care ne despart.

Dacă te-ai mai îndepărta
Cu o zare,
La profilul tău s-ar mai adăuga soarele,
Luna și jumătate din cer."
Marin Sorescu,Pitia,"Pitia șade-n antichitate
Și ne prezice viitorul.

Ca s-ajungi la ea
Pierzi o groază de timp.
Stând la o coadă interminabilă,
Căci viitorul are totdeauna căutare.

Până acum am auzit
Ce le-a spus curat
Tuturor celor dinaintea mea.

Mâine - zicea ea
Ori într-o altă zi,
Ți se va întâmpla ceva
Obișnuit,
Ori ceva extraordinar."
Marin Sorescu,Plastic,"O decapitare în piața publică,
Ah, ce roșu pompeian!
Un rug înalt,
Iată o cupolă care adună ecouri.

Răstigniții pe Via Appia -
Arhitectonic fac foarte bine,
Plus că sună și frumos
Foarte mulți ""i"", vocale deschise.

Mizeria scoate nudurile la aer,
Un secol al nudurilor vine.

Încolo nu știu, nu mă pricep la istorie,
Unii aud că țipă și chiar foarte tare.
Dar acesta este punctul meu de vedere, plastic -
Și mi-l susțin."
